Title1,Title_URL,Image,flex,flex1,flex2,textblack,flex3,flex4,scfrdjqd,schqync,textsm
Toyota AVANZA 1.5 S VVT-i (New Model/Fullspec,https://www.mudah.my/2020-toyota-avanza-1-5-s-vvt-i-new-model-fullspec-106917707.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,110000 - 119999,2020,2020,1496cc,2020,2025,Selangor,"RM56,800"
Honda CITY 1.5 V (A) FULL SPCE LADY OWNER,https://www.mudah.my/2019-honda-city-1-5-v-a-full-spce-lady-owner-109112721.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,65000 - 69999,2019,2019,1497cc,2019,2025,Selangor,"RM56,800"
Toyota ALPHARD 2.5 S TYPE GOLD (A),https://www.mudah.my/2020-toyota-alphard-2-5-s-type-gold-a-109791590.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,30000 - 34999,2020,,2493cc,2493cc,2025,Selangor,"RM189,000"
Toyota INNOVA X 2.0 (Facelift) Under Warranty,https://www.mudah.my/2021-toyota-innova-x-2-0-facelift-under-warranty-109667648.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,45000 - 49999,2021,2021,1998cc,2021,2025,Selangor,"RM99,800"
Toyota INNOVA 2.0 X Edition (Full Service TYT,https://www.mudah.my/2018-toyota-innova-2-0-x-edition-full-service-tyt-109500110.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,70000 - 74999,2018,2018,1998cc,2018,2025,Selangor,"RM77,800"
Mazda CX-5 2.5 2WD / SUNROOF / FREE WARRANTY,https://www.mudah.my/2014-mazda-cx-5-2-5-2wd-sunroof-free-warranty-109200912.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,95000 - 99999,2014,2014,2488cc,2014,2025,Selangor,"RM34,800"
Mini COOPER 2.0 S (A),https://www.mudah.my/2016-mini-cooper-2-0-s-a-108768531.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,60000 - 64999,2016,,1998cc,1998cc,2025,Selangor,"RM87,800"
Nissan ALMERA 1.5 V (IMPUL) (A)FULL LOAN,https://www.mudah.my/2013-nissan-almera-1-5-v-impul-a-full-loan-109487876.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,90000 - 94999,2013,,1498cc,1498cc,2025,Sabah,"RM22,800"
Mazda CX-5 2.5T GVC PLUS (A) TURBO FULL SPEC,https://www.mudah.my/2021-mazda-cx-5-2-5t-gvc-plus-a-turbo-full-spec-109463384.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,85000 - 89999,2021,2021,2488cc,2021,2025,Selangor,"RM115,800"
Ford RANGER 2.2 XLT (A) Full Service Record,https://www.mudah.my/2020-ford-ranger-2-2-xlt-a-full-service-record-108585296.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,65000 - 69999,2020,2020,2198cc,2020,2025,Selangor,"RM72,800"
Naza FORTE 1.6 EX ENHANCED (A),https://www.mudah.my/2011-naza-forte-1-6-ex-enhanced-a-101105295.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,70000 - 74999,2011,,1591cc,1591cc,2025,Selangor,"RM12,800"
Toyota ALPHARD 2.4 AS (A),https://www.mudah.my/2005-toyota-alphard-2-4-as-a-109809090.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,250000 - 299999,2005,,2362cc,2362cc,2025,Pahang,"RM52,000"
Nissan X-TRAIL 2.0 LUXURY (A)SUV,https://www.mudah.my/2004-nissan-x-trail-2-0-luxury-a-suv-107531003.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,120000 - 129999,2004,,1998cc,1998cc,2025,Sabah,"RM18,800"
Proton PERDANA 2.0 V6 (A),https://www.mudah.my/2001-proton-perdana-2-0-v6-a-109809089.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,250000 - 299999,2001,2001,1999cc,2001,2025,Perak,"RM2,999"
R /2018/ Honda JAZZ 1.5 E (A) FACELIFT BODYKIT,https://www.mudah.my/r-2018-honda-jazz-1-5-e-a-facelift-bodykit-107190484.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,80000 - 84999,2018,,1497cc,1497cc,2025,Selangor,"RM49,800"
Mercedes Benz E200 AMG COUPE 1.5 EQ-BOOST FUL,https://www.mudah.my/2020-mercedes-benz-e200-amg-coupe-1-5-eq-boost-ful-108918223.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,10000 - 14999,2020,,1496cc,1496cc,2025,Selangor,"RM295,000"
Toyota LANDCRUISER 2.7 PRADO TX-L PACKAGE,https://www.mudah.my/2020-toyota-landcruiser-2-7-prado-tx-l-package-108918491.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,35000 - 39999,2020,,2693cc,2693cc,2025,Selangor,"RM232,000"
Toyota HARRIER 2.0 G SPEC DIM GRADE 5A,https://www.mudah.my/2021-toyota-harrier-2-0-g-spec-dim-grade-5a-108917735.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,20000 - 24999,2021,,1986cc,1986cc,2025,Selangor,"RM168,000"
Perodua ALZA 1.5 ADVANCED FACELIFT(A)2015 CARKING,https://www.mudah.my/perodua-alza-1-5-advanced-facelift-a-2015-carking-105744027.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,80000 - 84999,2015,2015,1495cc,2015,2025,Selangor,"RM34,800"
Honda CITY 1.5 VTEC FACELIFT (A)SEDAN,https://www.mudah.my/2006-honda-city-1-5-vtec-facelift-a-sedan-108401174.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,110000 - 119999,2006,,1496cc,1496cc,2025,Sabah,"RM15,800"
Perodua BEZZA 1.3 X (A)  warranty until 2027,https://www.mudah.my/2022-perodua-bezza-1-3-x-a-warranty-until-2027-109481010.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,65000 - 69999,2022,2022,1329cc,2022,2025,Kedah,"RM38,900"
Audi A7 SPORTBACK TFSI QUATTRO S-LINE,https://www.mudah.my/2019-audi-a7-sportback-tfsi-quattro-s-line-109072960.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,80000 - 84999,2019,,2995cc,2995cc,2025,Selangor,"RM288,000"
"20 Toyota ALPHARD 2.5 X, S, SA, SC, TYPE GOLD",https://www.mudah.my/2019-20-toyota-alphard-2-5-x-s-sa-sc-type-gold-95419211.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,35000 - 39999,2019,,2493cc,2493cc,2025,Kuala Lumpur,"RM165,000"
Honda CR-V 2.0 FACELIFT (A) LOAN TINGGI CRV 2019,https://www.mudah.my/honda-cr-v-2-0-facelift-a-loan-tinggi-crv-2019-109751247.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,85000 - 89999,2019,2019,1997cc,2019,2025,Selangor,"RM83,800"
Nissan SERENA 2.0 HIGHWAYSTAR (A) 8 SEATR MPV 2019,https://www.mudah.my/nissan-serena-2-0-highwaystar-a-8-seatr-mpv-2019-108304854.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,80000 - 84999,2019,2019,1997cc,2019,2025,Selangor,"RM79,800"
Mitsubishi OUTLANDER 2.0 (A) 7 SEATER SUV 2018,https://www.mudah.my/mitsubishi-outlander-2-0-a-7-seater-suv-2018-109161429.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,80000 - 84999,2018,2018,1998cc,2018,2025,Selangor,"RM68,800"
Bmw F30 318i LCI M SPORT (A) F/SRV RECORD 2018,https://www.mudah.my/bmw-f30-318i-lci-m-sport-a-f-srv-record-2018-108128696.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,85000 - 89999,2018,2018,1499cc,2018,2025,Selangor,"RM69,800"
Perodua MYVI 1.3 SE (A) BOLEH LOAN/KEDAI/CASH 2011,https://www.mudah.my/perodua-myvi-1-3-se-a-boleh-loan-kedai-cash-2011-108840706.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,140000 - 149999,2011,,1298cc,1298cc,2025,Selangor,"RM19,800"
Toyota ESTIMA 2.4 AERAS G TRD sportivo (A),https://www.mudah.my/2009-toyota-estima-2-4-aeras-g-trd-sportivo-a-109551725.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,110000 - 119999,2009,2009,2362cc,2009,2025,Kedah,"RM51,500"
Porsche CAYENNE 3.0 COUPE  / SPORT CHRONO,https://www.mudah.my/2019-porsche-cayenne-3-0-coupe-sport-chrono-109671923.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,75000 - 79999,2019,,2995cc,2995cc,2025,Selangor,"RM418,000"
Toyota VIOS 1.5 G (A)restore new paint,https://www.mudah.my/2006-toyota-vios-1-5-g-a-restore-new-paint-109704326.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,160000 - 169999,2006,2006,1497cc,2006,2025,Kedah,"RM15,800"
Mercedes Benz CLA45 S AMG 4MATIC SHTING.BREAK,https://www.mudah.my/2020-mercedes-benz-cla45-s-amg-4matic-shting-break-109237579.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,35000 - 39999,2020,,1991cc,1991cc,2025,Selangor,"RM318,000"
Proton SAGA 1.3 FLX EXECUTIVE ENHANCED (A),https://www.mudah.my/2015-proton-saga-1-3-flx-executive-enhanced-a-109431841.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,85000 - 89999,2015,,1332cc,1332cc,2025,Johor,"RM14,800"
Toyota HILUX 2.8 L-EDITION (A)- 22k Mileage,https://www.mudah.my/2020-toyota-hilux-2-8-l-edition-a-22k-mileage-109742866.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,20000 - 24999,2020,2020,2755cc,2020,2025,Kuala Lumpur,"RM106,800"
Perodua  AXIA1.0 G  (A)-MONTHLY 7 YEAR,https://www.mudah.my/2017-perodua-axia1-0-g-a-monthly-7-year-108902438.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,80000 - 84999,2017,,998cc,998cc,2025,Kuala Lumpur,"RM19,688"
Honda CITY 1.5 V HATCHBACK (A) FULL S/R HONDA,https://www.mudah.my/2022-honda-city-1-5-v-hatchback-a-full-s-r-honda-109641008.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,35000 - 39999,2022,2022,1498cc,2022,2025,Kuala Lumpur,"RM76,800"
Honda CR-V 1.5 TC  (A) ONE CAREFUL OWNER,https://www.mudah.my/2018-honda-cr-v-1-5-tc-a-one-careful-owner-109419795.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,95000 - 99999,2018,2018,1498cc,2018,2025,Kuala Lumpur,"RM89,800"
Nissan X-TRAIL 2.0 X-CVT HYBRID CAR LIKE NEW,https://www.mudah.my/2019-nissan-x-trail-2-0-x-cvt-hybrid-car-like-new-109294283.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,90000 - 94999,2019,2019,1997cc,2019,2025,Kuala Lumpur,"RM66,800"
Perodua VIVA 1.0 ELITE AT (A)-TIPTOP Murah,https://www.mudah.my/2011-perodua-viva-1-0-elite-at-a-tiptop-murah-109533347.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,120000 - 129999,2011,2011,989cc,2011,2025,Kuala Lumpur,"RM8,888"
Mercedes Benz A250 AMG 4MATIC SEDAN,https://www.mudah.my/2020-mercedes-benz-a250-amg-4matic-sedan-109688262.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,5000 - 9999,2020,,1991cc,1991cc,2025,Selangor,"RM179,000"
Bmw 530e 2.0 M SPORT (A) UNDER WARRANTY 2027,https://www.mudah.my/2023-bmw-530e-2-0-m-sport-a-under-warranty-2027-109488643.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,55000 - 59999,2023,,1998cc,1998cc,2025,Selangor,"RM208,900"
Perodua MYVI 1.3 EZi FACELIFT (A),https://www.mudah.my/2011-perodua-myvi-1-3-ezi-facelift-a-108928982.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,95000 - 99999,2011,2011,1298cc,2011,2025,Selangor,
Honda CIVIC 1.5 TC-P (A),https://www.mudah.my/2020-honda-civic-1-5-tc-p-a-108434501.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,90000 - 94999,2020,2020,1498cc,2020,2025,Selangor,
Toyota HARRIER 2.0 Z,https://www.mudah.my/2021-toyota-harrier-2-0-z-104890584.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,20000 - 24999,2021,,1986cc,1986cc,2025,Selangor,
Nissan GRAND LIVINA 1.6 IMPUL (A)cat berkilat,https://www.mudah.my/2010-nissan-grand-livina-1-6-impul-a-cat-berkilat-109418154.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,140000 - 149999,2010,2010,1598cc,2010,2025,Kedah,"RM15,800"
Toyota ALPHARD 2.5 Z Roof,https://www.mudah.my/2023-toyota-alphard-2-5-z-roof-109204525.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,0 - 4999,2023,,2493cc,2493cc,2025,Kuala Lumpur,"RM379,700"
Toyota VELLFIRE 2.5 ZG 39k 3LED,https://www.mudah.my/2021-toyota-vellfire-2-5-zg-39k-3led-109056756.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,35000 - 39999,2021,,3456cc,3456cc,2025,Kuala Lumpur,"RM210,700"
Toyota ALPHARD 2.5 (A),https://www.mudah.my/2015-toyota-alphard-2-5-a-109809037.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,90000 - 94999,2015,2015,2493cc,2015,2025,Penang,"RM155,800"
Honda CIVIC 2.0 NAVI FACELIFT (A) FULL HONDA,https://www.mudah.my/2015-honda-civic-2-0-navi-facelift-a-full-honda-109808967.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,120000 - 129999,2015,2015,1997cc,2015,2025,Selangor,"RM42,888"
Porsche TAYCAN  4 CROSS TURISMO JAPAN SPEC 5A,https://www.mudah.my/2023-porsche-taycan-4-cross-turismo-japan-spec-5a-109808963.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,0 - 4999,2023,,1cc,1cc,2025,Kuala Lumpur,"RM358,000"
Toyota ALPHARD 2.5 SC (A),https://www.mudah.my/2023-toyota-alphard-2-5-sc-a-109808957.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,0 - 4999,2023,,2493cc,2493cc,2025,Kuala Lumpur,"RM362,000"
Toyota ALPHARD 2.5 SC (A) Mileage 23k km,https://www.mudah.my/2021-toyota-alphard-2-5-sc-a-mileage-23k-km-109017845.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,20000 - 24999,2021,,2493cc,2493cc,2025,Kuala Lumpur,"RM216,000"
Lexus RX350 2.4 F SPORT 4CAM PR BSM DIM HUD,https://www.mudah.my/2023-lexus-rx350-2-4-f-sport-4cam-pr-bsm-dim-hud-109115907.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,0 - 4999,2023,,2393cc,2393cc,2025,Selangor,"RM399,000"
Bmw 523i M-SPORT FULL SPEC🎀NEW YEAR SALES🎀,https://www.mudah.my/2019-bmw-523i-m-sport-full-spec-new-year-sales-107971382.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,30000 - 34999,2019,,1998cc,1998cc,2025,Selangor,"RM176,000"
LOAN KEDAI 2014 Perodua MYVI 1.3 (A),https://www.mudah.my/loan-kedai-2014-perodua-myvi-1-3-a-109626233.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,100000 - 109999,2014,2014,1298cc,2014,2025,Johor,"RM26,900"
Toyota VIOS 1.5 E (A) loan kedai,https://www.mudah.my/2011-toyota-vios-1-5-e-a-loan-kedai-109485232.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,100000 - 109999,2011,2011,1497cc,2011,2025,Johor,"RM28,800"
LOAN KEDAI2013 Proton EXORA 1.6 (A) ,https://www.mudah.my/loan-kedai2013-proton-exora-1-6-a-109626182.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,100000 - 109999,2013,2013,1597cc,2013,2025,Johor,"RM19,800"
LOAN KEDAI 2012 Nissan SYLPHY 2.0 (A),https://www.mudah.my/loan-kedai-2012-nissan-sylphy-2-0-a-109626178.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,100000 - 109999,2012,2012,1997cc,2012,2025,Johor,"RM16,900"
Lexus RX350 2.4 F SPORT 4CAM DIM BSM HUD 5AA,https://www.mudah.my/2023-lexus-rx350-2-4-f-sport-4cam-dim-bsm-hud-5aa-109276181.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,5000 - 9999,2023,,2393cc,2393cc,2025,Selangor,"RM398,000"
Bmw 523i M-SPORT TOURING / 5 YEARS WARRANTY,https://www.mudah.my/2019-bmw-523i-m-sport-touring-5-years-warranty-108801210.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,30000 - 34999,2019,,1998cc,1998cc,2025,Selangor,"RM199,000"
Honda ODYSSEY 2.4 G AERO 2019,https://www.mudah.my/honda-odyssey-2-4-g-aero-2019-105601571.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,45000 - 49999,2019,,2356cc,2356cc,2025,Kuala Lumpur,"RM125,000"
Toyota NOAH 2.0 X (A),https://www.mudah.my/2021-toyota-noah-2-0-x-a-109176998.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,75000 - 79999,2022,,1986cc,1986cc,2025,Selangor,"RM125,000"
Mercedes Benz A180 AMG Style Leather Exclusve 2019,https://www.mudah.my/mercedes-benz-a180-amg-style-leather-exclusve-2019-108431566.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,85000 - 89999,2019,,1332cc,1332cc,2025,Kuala Lumpur,"RM159,000"
Lexus RX300 F SPORT 2.0L 4CAM PR BSM HUD 5AA,https://www.mudah.my/2022-lexus-rx300-f-sport-2-0l-4cam-pr-bsm-hud-5aa-108465782.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,10000 - 14999,2022,,1998cc,1998cc,2025,Selangor,"RM293,000"
Perodua MYVI 1.5 AV FULLY MODIFY FOC WARRANTY,https://www.mudah.my/2019-perodua-myvi-1-5-av-fully-modify-foc-warranty-109670641.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,90000 - 94999,2019,2019,1496cc,2019,2025,Selangor,"RM41,800"
Volkswagen JETTA 1.4 TSI (A) FREE WARRANTY,https://www.mudah.my/2014-volkswagen-jetta-1-4-tsi-a-free-warranty-109608285.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,90000 - 94999,2014,2014,1390cc,2014,2025,Selangor,"RM21,800"
Kia SPORTAGE 2.0 KX F.LOAN GT LINE WARRANTY,https://www.mudah.my/2017-kia-sportage-2-0-kx-f-loan-gt-line-warranty-109415975.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,70000 - 74999,2017,2017,1999cc,2017,2025,Selangor,"RM45,800"
16 Nissan SERENA 2.0 S-HYBRID HIGHWAY STAR LEATHER,https://www.mudah.my/16-nissan-serena-2-0-s-hybrid-highway-star-leather-109413183.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,70000 - 74999,2016,2016,1997cc,2016,2025,Selangor,"RM45,800"
Mercedes Benz W213 E200 2.0 Convert E63S AMG,https://www.mudah.my/2017-mercedes-benz-w213-e200-2-0-convert-e63s-amg-109633565.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,65000 - 69999,2017,2017,1991cc,2017,2025,Kuala Lumpur,"RM136,850"
Ford MUSTANG 2.3 ECOBOOST (A),https://www.mudah.my/2019-ford-mustang-2-3-ecoboost-a-109808931.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,35000 - 39999,2019,2019,2261cc,2019,2025,Penang,"RM205,800"
Bmw X4 xDRIVE30i M SPORT 2.0L (A),https://www.mudah.my/2020-bmw-x4-xdrive30i-m-sport-2-0l-a-109808915.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,45000 - 49999,2020,2020,1998cc,2020,2025,Selangor,"RM209,000"
Toyota MARK X  250RDS SUNROOF GRADE 4.5,https://www.mudah.my/toyota-mark-x-250rds-sunroof-grade-4-5-102071716.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,50000 - 54999,2019,,2499cc,2499cc,2025,Kuala Lumpur,"RM143,000"
Sunroof 2020 Mercedes Benz A35 2.0 AMG PremiumPlus,https://www.mudah.my/sunroof-2020-mercedes-benz-a35-2-0-amg-premiumplus-109808999.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,15000 - 19999,2020,,1991cc,1991cc,2025,Kuala Lumpur,"RM268,000"
Perodua BEZZA PREMIUM X 1.3 AT NOT GRAB USE,https://www.mudah.my/2017-perodua-bezza-premium-x-1-3-at-not-grab-use-109412158.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,85000 - 89999,2017,2017,1329cc,2017,2025,Kuala Lumpur,"RM26,850"
"Mazda CX-5 GLS 2WD 2.0 HIGHLOAN,HIGH SPEC,3NO",https://www.mudah.my/2017-mazda-cx-5-gls-2wd-2-0-highloan-high-spec-3no-109717287.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,120000 - 129999,2017,2017,1998cc,2017,2025,Kuala Lumpur,"RM58,850"
"Proton PREVE PREMIUM TURBO 1.6 FULUN, KASHBAG",https://www.mudah.my/2016-proton-preve-premium-turbo-1-6-fulun-kashbag-103969599.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,95000 - 99999,2016,2016,1561cc,2016,2025,Kuala Lumpur,"RM19,850"
Toyota VELLFIRE 2.5 ZG/3EYES LED/ROOF TV/NEGO,https://www.mudah.my/2021-toyota-vellfire-2-5-zg-3eyes-led-roof-tv-nego-109407240.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,35000 - 39999,2021,,2494cc,2494cc,2025,Kuala Lumpur,"RM222,000"
Mercedes Benz A250 AMG 4MATIC SEDAN,https://www.mudah.my/2020-mercedes-benz-a250-amg-4matic-sedan-109688262.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,5000 - 9999,2020,,1991cc,1991cc,2025,Selangor,"RM179,000"
Bmw 530e 2.0 M SPORT (A) UNDER WARRANTY 2027,https://www.mudah.my/2023-bmw-530e-2-0-m-sport-a-under-warranty-2027-109488643.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,55000 - 59999,2023,,1998cc,1998cc,2025,Selangor,"RM208,900"
Perodua MYVI 1.3 EZi FACELIFT (A),https://www.mudah.my/2011-perodua-myvi-1-3-ezi-facelift-a-108928982.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,95000 - 99999,2011,2011,1298cc,2011,2025,Selangor,
Honda CIVIC 1.5 TC-P (A),https://www.mudah.my/2020-honda-civic-1-5-tc-p-a-108434501.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,90000 - 94999,2020,2020,1498cc,2020,2025,Selangor,
Toyota HARRIER 2.0 Z,https://www.mudah.my/2021-toyota-harrier-2-0-z-104890584.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,20000 - 24999,2021,,1986cc,1986cc,2025,Selangor,
Nissan GRAND LIVINA 1.6 IMPUL (A)cat berkilat,https://www.mudah.my/2010-nissan-grand-livina-1-6-impul-a-cat-berkilat-109418154.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,140000 - 149999,2010,2010,1598cc,2010,2025,Kedah,"RM15,800"
Toyota ALPHARD 2.5 Z Roof,https://www.mudah.my/2023-toyota-alphard-2-5-z-roof-109204525.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,0 - 4999,2023,,2493cc,2493cc,2025,Kuala Lumpur,"RM379,700"
Toyota VELLFIRE 2.5 ZG 39k 3LED,https://www.mudah.my/2021-toyota-vellfire-2-5-zg-39k-3led-109056756.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,35000 - 39999,2021,,3456cc,3456cc,2025,Kuala Lumpur,"RM210,700"
Toyota ALPHARD 2.5 (A),https://www.mudah.my/2015-toyota-alphard-2-5-a-109809037.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,90000 - 94999,2015,2015,2493cc,2015,2025,Penang,"RM155,800"
Honda CIVIC 2.0 NAVI FACELIFT (A) FULL HONDA,https://www.mudah.my/2015-honda-civic-2-0-navi-facelift-a-full-honda-109808967.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,120000 - 129999,2015,2015,1997cc,2015,2025,Selangor,"RM42,888"
Porsche TAYCAN  4 CROSS TURISMO JAPAN SPEC 5A,https://www.mudah.my/2023-porsche-taycan-4-cross-turismo-japan-spec-5a-109808963.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,0 - 4999,2023,,1cc,1cc,2025,Kuala Lumpur,"RM358,000"
Toyota ALPHARD 2.5 SC (A),https://www.mudah.my/2023-toyota-alphard-2-5-sc-a-109808957.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,0 - 4999,2023,,2493cc,2493cc,2025,Kuala Lumpur,"RM362,000"
Toyota ALPHARD 2.5 SC (A) Mileage 23k km,https://www.mudah.my/2021-toyota-alphard-2-5-sc-a-mileage-23k-km-109017845.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,20000 - 24999,2021,,2493cc,2493cc,2025,Kuala Lumpur,"RM216,000"
Lexus RX350 2.4 F SPORT 4CAM PR BSM DIM HUD,https://www.mudah.my/2023-lexus-rx350-2-4-f-sport-4cam-pr-bsm-dim-hud-109115907.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,0 - 4999,2023,,2393cc,2393cc,2025,Selangor,"RM399,000"
Bmw 523i M-SPORT FULL SPEC🎀NEW YEAR SALES🎀,https://www.mudah.my/2019-bmw-523i-m-sport-full-spec-new-year-sales-107971382.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,30000 - 34999,2019,,1998cc,1998cc,2025,Selangor,"RM176,000"
LOAN KEDAI 2014 Perodua MYVI 1.3 (A),https://www.mudah.my/loan-kedai-2014-perodua-myvi-1-3-a-109626233.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,100000 - 109999,2014,2014,1298cc,2014,2025,Johor,"RM26,900"
Toyota VIOS 1.5 E (A) loan kedai,https://www.mudah.my/2011-toyota-vios-1-5-e-a-loan-kedai-109485232.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,100000 - 109999,2011,2011,1497cc,2011,2025,Johor,"RM28,800"
LOAN KEDAI2013 Proton EXORA 1.6 (A) ,https://www.mudah.my/loan-kedai2013-proton-exora-1-6-a-109626182.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,100000 - 109999,2013,2013,1597cc,2013,2025,Johor,"RM19,800"
